municipio,antiga,nova,territorio,total,sede
Vila Flor,ASSARES,UNIÃO DAS FREGUESIAS DE ASSARES E LODÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE ASSARES E LODÕES,ASSARES
Vila Flor,LODÕES,UNIÃO DAS FREGUESIAS DE ASSARES E LODÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE ASSARES E LODÕES,ASSARES
Vila Flor,CANDOSO,UNIÃO DAS FREGUESIAS DE CANDOSO E CARVALHO DE EGAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CANDOSO E CARVALHO DE EGAS,CANDOSO
Vila Flor,CARVALHO DE EGAS,UNIÃO DAS FREGUESIAS DE CANDOSO E CARVALHO DE EGAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CANDOSO E CARVALHO DE EGAS,CANDOSO
Vila Flor,MOURÃO,UNIÃO DAS FREGUESIAS DE VALTORNO E MOURÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE VALTORNO E MOURÃO,VALTORNO
Vila Flor,VALTORNO,UNIÃO DAS FREGUESIAS DE VALTORNO E MOURÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE VALTORNO E MOURÃO,VALTORNO
Vila Flor,NABO,UNIÃO DAS FREGUESIAS DE VILA FLOR E NABO,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA FLOR E NABO,VILA FLOR
Vila Flor,VILA FLOR,UNIÃO DAS FREGUESIAS DE VILA FLOR E NABO,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA FLOR E NABO,VILA FLOR
Vila Flor,VILARINHO DAS AZENHAS,UNIÃO DAS FREGUESIAS DE VILAS BOAS E VILARINHO DAS AZENHAS,Nenhuma,UNIÃO DAS FREGUESIAS DE VILAS BOAS E VILARINHO DAS AZENHAS,VILAS BOAS
Vila Flor,VILAS BOAS,UNIÃO DAS FREGUESIAS DE VILAS BOAS E VILARINHO DAS AZENHAS,Nenhuma,UNIÃO DAS FREGUESIAS DE VILAS BOAS E VILARINHO DAS AZENHAS,VILAS BOAS
Vila Flor,,,Nenhuma,BENLHEVAI,BENLHEVAI
Vila Flor,,,Nenhuma,FREIXIEL,FREIXIEL
Vila Flor,,,Nenhuma,ROIOS,ROIOS
Vila Flor,,,Nenhuma,SAMPAIO,SAMPAIO
Vila Flor,,,Nenhuma,SAMÕES,SAMÕES
Vila Flor,,,Nenhuma,SANTA COMBA DE VILARIÇA,SANTA COMBA DE VILARIÇA
Vila Flor,,,Nenhuma,SEIXO DE MANHOSES,SEIXO DE MANHOSES
Vila Flor,,,Nenhuma,TRINDADE,TRINDADE
Vila Flor,,,Nenhuma,VALE FRECHOSO,VALE FRECHOSO
Vila Franca de Xira,ALHANDRA,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",ALHANDRA
Vila Franca de Xira,CALHANDRIZ,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",ALHANDRA
Vila Franca de Xira,SÃO JOÃO DOS MONTES,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",ALHANDRA
Vila Franca de Xira,ALVERCA DO RIBATEJO,UNIÃO DAS FREGUESIAS DE ALVERCA DO RIBATEJO E SOBRALINHO,Nenhuma,UNIÃO DAS FREGUESIAS DE ALVERCA DO RIBATEJO E SOBRALINHO,ALVERCA DO RIBATEJO
Vila Franca de Xira,SOBRALINHO,UNIÃO DAS FREGUESIAS DE ALVERCA DO RIBATEJO E SOBRALINHO,Nenhuma,UNIÃO DAS FREGUESIAS DE ALVERCA DO RIBATEJO E SOBRALINHO,ALVERCA DO RIBATEJO
Vila Franca de Xira,CACHOEIRAS,UNIÃO DAS FREGUESIAS DE CASTANHEIRA DO RIBATEJO E CACHOEIRAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CASTANHEIRA DO RIBATEJO E CACHOEIRAS,CASTANHEIRA DO RIBATEJO
Vila Franca de Xira,CASTANHEIRA DO RIBATEJO,UNIÃO DAS FREGUESIAS DE CASTANHEIRA DO RIBATEJO E CACHOEIRAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CASTANHEIRA DO RIBATEJO E CACHOEIRAS,CASTANHEIRA DO RIBATEJO
Vila Franca de Xira,FORTE DA CASA,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTA IRIA E FORTE DA CASA,Nenhuma,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTA IRIA E FORTE DA CASA,PÓVOA DE SANTA IRIA
Vila Franca de Xira,PÓVOA DE SANTA IRIA,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTA IRIA E FORTE DA CASA,Nenhuma,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTA IRIA E FORTE DA CASA,PÓVOA DE SANTA IRIA
Vila Franca de Xira,,,Nenhuma,VIALONGA,VIALONGA
Vila Franca de Xira,,,Nenhuma,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA
Vila Nova da Barquinha,MOITA DO NORTE,VILA NOVA DA BARQUINHA,Nenhuma,VILA NOVA DA BARQUINHA,MOITA DO NORTE
Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,VILA NOVA DA BARQUINHA,Nenhuma,VILA NOVA DA BARQUINHA,MOITA DO NORTE
Vila Nova da Barquinha,,,Nenhuma,ATALAIA,ATALAIA
Vila Nova da Barquinha,,,Nenhuma,PRAIA DO RIBATEJO,PRAIA DO RIBATEJO
Vila Nova da Barquinha,,,Nenhuma,TANCOS,TANCOS
Vila Nova de Cerveira,CAMPOS,UNIÃO DAS FREGUESIAS DE CAMPOS E VILA MEÃ,Nenhuma,UNIÃO DAS FREGUESIAS DE CAMPOS E VILA MEÃ,CAMPOS
Vila Nova de Cerveira,VILA MEÃ,UNIÃO DAS FREGUESIAS DE CAMPOS E VILA MEÃ,Nenhuma,UNIÃO DAS FREGUESIAS DE CAMPOS E VILA MEÃ,CAMPOS
Vila Nova de Cerveira,CANDEMIL,UNIÃO DAS FREGUESIAS DE CANDEMIL E GONDAR,Nenhuma,UNIÃO DAS FREGUESIAS DE CANDEMIL E GONDAR,CANDEMIL
Vila Nova de Cerveira,GONDAR,UNIÃO DAS FREGUESIAS DE CANDEMIL E GONDAR,Nenhuma,UNIÃO DAS FREGUESIAS DE CANDEMIL E GONDAR,CANDEMIL
Vila Nova de Cerveira,NOGUEIRA,UNIÃO DAS FREGUESIAS DE REBOREDA E NOGUEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE REBOREDA E NOGUEIRA,REBOREDA
Vila Nova de Cerveira,REBOREDA,UNIÃO DAS FREGUESIAS DE REBOREDA E NOGUEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE REBOREDA E NOGUEIRA,REBOREDA
Vila Nova de Cerveira,LOVELHE,UNIÃO DAS FREGUESIAS DE VILA NOVA DE CERVEIRA E LOVELHE,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA NOVA DE CERVEIRA E LOVELHE,VILA NOVA DE CERVEIRA
Vila Nova de Cerveira,VILA NOVA DE CERVEIRA,UNIÃO DAS FREGUESIAS DE VILA NOVA DE CERVEIRA E LOVELHE,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA NOVA DE CERVEIRA E LOVELHE,VILA NOVA DE CERVEIRA
Vila Nova de Cerveira,,,Nenhuma,CORNES,CORNES
Vila Nova de Cerveira,,,Nenhuma,COVAS,COVAS
Vila Nova de Cerveira,,,Nenhuma,GONDARÉM,GONDARÉM
Vila Nova de Cerveira,,,Nenhuma,LOIVO,LOIVO
Vila Nova de Cerveira,,,Nenhuma,MENTRESTIDO,MENTRESTIDO
Vila Nova de Cerveira,,,Nenhuma,SAPARDOS,SAPARDOS
Vila Nova de Cerveira,,,Nenhuma,SOPO,SOPO
Vila Nova de Famalicão,ABADE DE VERMOIM,UNIÃO DAS FREGUESIAS DE ANTAS E ABADE DE VERMOIM,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTAS E ABADE DE VERMOIM,ANTAS
Vila Nova de Famalicão,ANTAS,UNIÃO DAS FREGUESIAS DE ANTAS E ABADE DE VERMOIM,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTAS E ABADE DE VERMOIM,ANTAS
Vila Nova de Famalicão,ARNOSO (SANTA MARIA),UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,Nenhuma,UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,ARNOSO (SANTA MARIA)
Vila Nova de Famalicão,ARNOSO (SANTA EULÁLIA),UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,Nenhuma,UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,ARNOSO (SANTA MARIA)
Vila Nova de Famalicão,SEZURES,UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,Nenhuma,UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,ARNOSO (SANTA MARIA)
Vila Nova de Famalicão,AVIDOS,UNIÃO DAS FREGUESIAS DE AVIDOS E LAGOA,Nenhuma,UNIÃO DAS FREGUESIAS DE AVIDOS E LAGOA,AVIDOS
Vila Nova de Famalicão,LAGOA,UNIÃO DAS FREGUESIAS DE AVIDOS E LAGOA,Nenhuma,UNIÃO DAS FREGUESIAS DE AVIDOS E LAGOA,AVIDOS
Vila Nova de Famalicão,BENTE,UNIÃO DAS FREGUESIAS DE CARREIRA E BENTE,Nenhuma,UNIÃO DAS FREGUESIAS DE CARREIRA E BENTE,CARREIRA
Vila Nova de Famalicão,CARREIRA,UNIÃO DAS FREGUESIAS DE CARREIRA E BENTE,Nenhuma,UNIÃO DAS FREGUESIAS DE CARREIRA E BENTE,CARREIRA
Vila Nova de Famalicão,CABEÇUDOS,UNIÃO DAS FREGUESIAS DE ESMERIZ E CABEÇUDOS,Nenhuma,UNIÃO DAS FREGUESIAS DE ESMERIZ E CABEÇUDOS,ESMERIZ
Vila Nova de Famalicão,ESMERIZ,UNIÃO DAS FREGUESIAS DE ESMERIZ E CABEÇUDOS,Nenhuma,UNIÃO DAS FREGUESIAS DE ESMERIZ E CABEÇUDOS,ESMERIZ
Vila Nova de Famalicão,CAVALÕES,"UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",GONDIFELOS
Vila Nova de Famalicão,GONDIFELOS,"UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",GONDIFELOS
Vila Nova de Famalicão,OUTIZ,"UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",GONDIFELOS
Vila Nova de Famalicão,JESUFREI,"UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",LEMENHE
Vila Nova de Famalicão,LEMENHE,"UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",LEMENHE
Vila Nova de Famalicão,MOUQUIM,"UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",LEMENHE
Vila Nova de Famalicão,NOVAIS,UNIÃO DAS FREGUESIAS DE RUIVÃES E NOVAIS,Nenhuma,UNIÃO DAS FREGUESIAS DE RUIVÃES E NOVAIS,RUIVÃES
Vila Nova de Famalicão,RUIVÃES,UNIÃO DAS FREGUESIAS DE RUIVÃES E NOVAIS,Nenhuma,UNIÃO DAS FREGUESIAS DE RUIVÃES E NOVAIS,RUIVÃES
Vila Nova de Famalicão,SEIDE (SÃO MIGUEL),UNIÃO DAS FREGUESIAS DE SEIDE,Nenhuma,UNIÃO DAS FREGUESIAS DE SEIDE,SEIDE (SÃO MIGUEL)
Vila Nova de Famalicão,SEIDE (SÃO PAIO),UNIÃO DAS FREGUESIAS DE SEIDE,Nenhuma,UNIÃO DAS FREGUESIAS DE SEIDE,SEIDE (SÃO MIGUEL)
Vila Nova de Famalicão,PORTELA,"UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",VALE (SÃO COSME)
Vila Nova de Famalicão,TELHADO,"UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",VALE (SÃO COSME)
Vila Nova de Famalicão,VALE (SÃO COSME),"UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",VALE (SÃO COSME)
Vila Nova de Famalicão,CALENDÁRIO,UNIÃO DAS FREGUESIAS DE VILA NOVA DE FAMALICÃO E CALENDÁRIO,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA NOVA DE FAMALICÃO E CALENDÁRIO,VILA NOVA DE FAMALICÃO
Vila Nova de Famalicão,VILA NOVA DE FAMALICÃO,UNIÃO DAS FREGUESIAS DE VILA NOVA DE FAMALICÃO E CALENDÁRIO,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA NOVA DE FAMALICÃO E CALENDÁRIO,VILA NOVA DE FAMALICÃO
Vila Nova de Famalicão,,,Nenhuma,BAIRRO,BAIRRO
Vila Nova de Famalicão,,,Nenhuma,BRUFE,BRUFE
Vila Nova de Famalicão,,,Nenhuma,CASTELÕES,CASTELÕES
Vila Nova de Famalicão,,,Nenhuma,CRUZ,CRUZ
Vila Nova de Famalicão,,,Nenhuma,DELÃES,DELÃES
Vila Nova de Famalicão,,,Nenhuma,FRADELOS,FRADELOS
Vila Nova de Famalicão,,,Nenhuma,GAVIÃO,GAVIÃO
Vila Nova de Famalicão,,,Nenhuma,JOANE,JOANE
Vila Nova de Famalicão,,,Nenhuma,LANDIM,LANDIM
Vila Nova de Famalicão,,,Nenhuma,LOURO,LOURO
Vila Nova de Famalicão,,,Nenhuma,LOUSADO,LOUSADO
Vila Nova de Famalicão,,,Nenhuma,MOGEGE,MOGEGE
Vila Nova de Famalicão,,,Nenhuma,NINE,NINE
Vila Nova de Famalicão,,,Nenhuma,OLIVEIRA (SANTA MARIA),OLIVEIRA(SANTAMARIA)
Vila Nova de Famalicão,,,Nenhuma,OLIVEIRA (SÃO MATEUS),OLIVEIRA (SÃO MATEUS)
Vila Nova de Famalicão,,,Nenhuma,PEDOME,PEDOME
Vila Nova de Famalicão,,,Nenhuma,POUSADA DE SARAMAGOS,POUSADA DE SARAMAGOS
Vila Nova de Famalicão,,,Nenhuma,REQUIÃO,REQUIÃO
Vila Nova de Famalicão,,,Nenhuma,RIBA DE AVE,RIBA DE AVE
Vila Nova de Famalicão,,,Nenhuma,RIBEIRÃO,RIBEIRÃO
Vila Nova de Famalicão,,,Nenhuma,VALE (SÃO MARTINHO),VALE (SÃO MARTINHO)
Vila Nova de Famalicão,,,Nenhuma,VERMOIM,VERMOIM
Vila Nova de Famalicão,,,Nenhuma,VILARINHO DAS CAMBAS,VILARINHO DAS CAMBAS
Vila Nova de Foz Côa,FREIXO DE NUMÃO,FREIXO DE NUMÃO,Nenhuma,FREIXO DE NUMÃO,FREIO DE NUMÃO
Vila Nova de Foz Côa,MURÇA,FREIXO DE NUMÃO,Nenhuma,FREIXO DE NUMÃO,FREIO DE NUMÃO
Vila Nova de Foz Côa,MÓS,VILA NOVA DE FOZ CÔA,Nenhuma,VILA NOVA DE FOZ CÔA,VILA NOVA DE FOZ CÔA
Vila Nova de Foz Côa,SANTO AMARO,VILA NOVA DE FOZ CÔA,Nenhuma,VILA NOVA DE FOZ CÔA,VILA NOVA DE FOZ CÔA
Vila Nova de Foz Côa,VILA NOVA DE FOZ CÔA,VILA NOVA DE FOZ CÔA,Nenhuma,VILA NOVA DE FOZ CÔA,VILA NOVA DE FOZ CÔA
Vila Nova de Foz Côa,,,Nenhuma,ALMENDRA,ALMENDRA
Vila Nova de Foz Côa,,,Nenhuma,CASTELO MELHOR,CASTELO MELHOR
Vila Nova de Foz Côa,,,Nenhuma,CEDOVIM,CEDOVIM
Vila Nova de Foz Côa,,,Nenhuma,CHÃS,CHÃS
Vila Nova de Foz Côa,,,Nenhuma,CUSTÓIAS,CUSTÓIAS
Vila Nova de Foz Côa,,,Nenhuma,HORTA,HORTA
Vila Nova de Foz Côa,,,Nenhuma,MUXAGATA,MUXAGATA
Vila Nova de Foz Côa,,,Nenhuma,NUMÃO,NUMÃO
Vila Nova de Foz Côa,,,Nenhuma,SANTA COMBA,SANTA COMBA
Vila Nova de Foz Côa,,,Nenhuma,SEBADELHE,SEBADELHE
Vila Nova de Foz Côa,,,Nenhuma,SEIXAS,SEIXAS
Vila Nova de Foz Côa,,,Nenhuma,TOUÇA,TOUÇA
Vila Nova de Gaia,GRIJÓ,UNIÃO DAS FREGUESIAS DE GRIJÓ E SERMONDE,Nenhuma,UNIÃO DAS FREGUESIAS DE GRIJÓ E SERMONDE,"GRIJÓ, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,SERMONDE,UNIÃO DAS FREGUESIAS DE GRIJÓ E SERMONDE,Nenhuma,UNIÃO DAS FREGUESIAS DE GRIJÓ E SERMONDE,"GRIJÓ, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,GULPILHARES,UNIÃO DAS FREGUESIAS DE GULPILHARES E VALADARES,Nenhuma,UNIÃO DAS FREGUESIAS DE GULPILHARES E VALADARES,"GULPILHARES, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,VALADARES,UNIÃO DAS FREGUESIAS DE GULPILHARES E VALADARES,Nenhuma,UNIÃO DAS FREGUESIAS DE GULPILHARES E VALADARES,"GULPILHARES, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,MAFAMUDE,UNIÃO DAS FREGUESIAS DE MAFAMUDE E VILAR DO PARAÍSO,Nenhuma,UNIÃO DAS FREGUESIAS DE MAFAMUDE E VILAR DO PARAÍSO,"MAFAMUDE, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,VILAR DO PARAÍSO,UNIÃO DAS FREGUESIAS DE MAFAMUDE E VILAR DO PARAÍSO,Nenhuma,UNIÃO DAS FREGUESIAS DE MAFAMUDE E VILAR DO PARAÍSO,"MAFAMUDE, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,PEDROSO,UNIÃO DAS FREGUESIAS DE PEDROSO E SEIXEZELO,Nenhuma,UNIÃO DAS FREGUESIAS DE PEDROSO E SEIXEZELO,"PEDROSO, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,SEIXEZELO,UNIÃO DAS FREGUESIAS DE PEDROSO E SEIXEZELO,Nenhuma,UNIÃO DAS FREGUESIAS DE PEDROSO E SEIXEZELO,"PEDROSO, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,CRESTUMA,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",Nenhuma,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",SANDIM
Vila Nova de Gaia,LEVER,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",Nenhuma,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",SANDIM
Vila Nova de Gaia,OLIVAL,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",Nenhuma,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",SANDIM
Vila Nova de Gaia,SANDIM,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",Nenhuma,"UNIÃO DAS FREGUESIAS DE SANDIM, OLIVAL, LEVER E CRESTUMA",SANDIM
Vila Nova de Gaia,SÃO PEDRO DA AFURADA,UNIÃO DAS FREGUESIAS DE SANTA MARINHA E SÃO PEDRO DA AFURADA,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA MARINHA E SÃO PEDRO DA AFURADA,"SANTA MARINHA, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,VILA NOVA DE GAIA (SANTA MARINHA),UNIÃO DAS FREGUESIAS DE SANTA MARINHA E SÃO PEDRO DA AFURADA,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA MARINHA E SÃO PEDRO DA AFURADA,"SANTA MARINHA, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,PEROSINHO,UNIÃO DAS FREGUESIAS DE SERZEDO E PEROSINHO,Nenhuma,UNIÃO DAS FREGUESIAS DE SERZEDO E PEROSINHO,"SERZEDO, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,SERZEDO,UNIÃO DAS FREGUESIAS DE SERZEDO E PEROSINHO,Nenhuma,UNIÃO DAS FREGUESIAS DE SERZEDO E PEROSINHO,"SERZEDO, ALTERNÂNCIA DE FUNCIONAMENTO NOS EDIFÍCIOS SEDES ATUALMENTE EXISTENTES E POR LOCALIZAÇÃO DIVERSIFICADA DOS ÓRGÃOS POLÍTICOS LOCAIS"
Vila Nova de Gaia,,,Nenhuma,ARCOZELO,ARCOZELO
Vila Nova de Gaia,,,Nenhuma,AVINTES,AVINTES
Vila Nova de Gaia,,,Nenhuma,CANELAS,CANELAS
Vila Nova de Gaia,,,Nenhuma,CANIDELO,CANIDELO
Vila Nova de Gaia,,,Nenhuma,MADALENA,MADALENA
Vila Nova de Gaia,,,Nenhuma,OLIVEIRA DO DOURO,OLIVEIRA DO DOURO
Vila Nova de Gaia,,,Nenhuma,SÃO FÉLIX DA MARINHA,SÃO FÉLIX DA MARINHA
Vila Nova de Gaia,,,Nenhuma,VILAR DE ANDORINHO,VILAR DE ANDORINHO
Vila Nova de Paiva,ALHAIS,"UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",VILA NOVA DE PAIVA
Vila Nova de Paiva,FRÁGUAS,"UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",VILA NOVA DE PAIVA
Vila Nova de Paiva,VILA NOVA DE PAIVA,"UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",VILA NOVA DE PAIVA
Vila Nova de Paiva,,,Nenhuma,PENDILHE,PENDILHE
Vila Nova de Paiva,,,Nenhuma,QUEIRIGA,QUEIRIGA
Vila Nova de Paiva,,,Nenhuma,TOURO,TOURO
Vila Nova de Paiva,,,Nenhuma,VILA COVA À COELHEIRA,VILA COVA À COELHEIRA
Vila Nova de Poiares,,,Nenhuma,ARRIFANA,ARRIFANA
Vila Nova de Poiares,,,Nenhuma,LAVEGADAS,LAVEGADAS
Vila Nova de Poiares,,,Nenhuma,POIARES (SANTO ANDRÉ),POIARES (SANTO ANDRÉ)
Vila Nova de Poiares,,,Nenhuma,SÃO MIGUEL DE POIARES,SÃO MIGUEL DE POIARES
Vila Pouca de Aguiar,AFONSIM,ALVÃO,Nenhuma,ALVÃO,CARRAZEDO DO ALVÃO
Vila Pouca de Aguiar,GOUVÃES DA SERRA,ALVÃO,Nenhuma,ALVÃO,CARRAZEDO DO ALVÃO
Vila Pouca de Aguiar,LIXA DO ALVÃO,ALVÃO,Nenhuma,ALVÃO,CARRAZEDO DO ALVÃO
Vila Pouca de Aguiar,SANTA MARTA DA MONTANHA,ALVÃO,Nenhuma,ALVÃO,CARRAZEDO DO ALVÃO
Vila Pouca de Aguiar,PARADA DE MONTEIROS,UNIÃO DAS FREGUESIAS DE PENSALVOS E PARADA DE MONTEIROS,Nenhuma,UNIÃO DAS FREGUESIAS DE PENSALVOS E PARADA DE MONTEIROS,PENSALVOS
Vila Pouca de Aguiar,PENSALVOS,UNIÃO DAS FREGUESIAS DE PENSALVOS E PARADA DE MONTEIROS,Nenhuma,UNIÃO DAS FREGUESIAS DE PENSALVOS E PARADA DE MONTEIROS,PENSALVOS
Vila Pouca de Aguiar,,,Nenhuma,ALFARELA DE JALES,ALFARELA DE JALES
Vila Pouca de Aguiar,,,Nenhuma,BORNES DE AGUIAR,BORNES DE AGUIAR
Vila Pouca de Aguiar,,,Nenhuma,BRAGADO,BRAGADO
