municipio,antiga,nova,territorio,total,sede
Moura,SANTO AMADOR,UNIÃO DAS FREGUESIAS DE MOURA (SANTO AGOSTINHO E SÃO JOÃO BAPTISTA) E SANTO AMADOR,Nenhuma,UNIÃO DAS FREGUESIAS DE MOURA (SANTO AGOSTINHO E SÃO JOÃO BAPTISTA) E SANTO AMADOR,MOURA (SANTO AGOSTINHO)
Moura,SAFARA,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,SAFARA
Moura,SANTO ALEIXO DA RESTAURAÇÃO,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,SAFARA
Moura,,,Nenhuma,AMARELEJA,AMARELEJA
Moura,,,Nenhuma,PÓVOA DE SÃO MIGUEL,PÓVOA DE SÃO MIGUEL
Moura,,,Nenhuma,SOBRAL DA ADIÇA,SOBRAL DA ADIÇA
Mourão,,,Nenhuma,GRANJA,GRANJA
Mourão,,,Nenhuma,LUZ,LUZ
Mourão,,,Nenhuma,MOURÃO,MOURÃO
Murtosa,,,Nenhuma,BUNHEIRO,BUNHEIRO
Murtosa,,,Nenhuma,MONTE,MONTE
Murtosa,,,Nenhuma,MURTOSA,MURTOSA
Murtosa,,,Nenhuma,TORREIRA,TORREIRA
Murça,CARVA,UNIÃO DAS FREGUESIAS DE CARVA E VILARES,Nenhuma,UNIÃO DAS FREGUESIAS DE CARVA E VILARES,CARVA
Murça,VILARES,UNIÃO DAS FREGUESIAS DE CARVA E VILARES,Nenhuma,UNIÃO DAS FREGUESIAS DE CARVA E VILARES,CARVA
Murça,NOURA,UNIÃO DAS FREGUESIAS DE NOURA E PALHEIROS,Nenhuma,UNIÃO DAS FREGUESIAS DE NOURA E PALHEIROS,NOURA
Murça,PALHEIROS,UNIÃO DAS FREGUESIAS DE NOURA E PALHEIROS,Nenhuma,UNIÃO DAS FREGUESIAS DE NOURA E PALHEIROS,NOURA
Murça,,,Nenhuma,CANDEDO,CANDEDO
Murça,,,Nenhuma,FIOLHOSO,FIOLHOSO
Murça,,,Nenhuma,JOU,JOU
Murça,,,Nenhuma,MURÇA,MURÇA
Murça,,,Nenhuma,VALONGO DE MILHAIS,VALONGO DE MILHAIS
Mértola,SÃO MIGUEL DO PINHEIRO,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",Nenhuma,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",SÃO MIGUEL DO PINHEIRO
Mértola,SÃO PEDRO DE SOLIS,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",Nenhuma,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",SÃO MIGUEL DO PINHEIRO
Mértola,SÃO SEBASTIÃO DOS CARROS,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",Nenhuma,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO PINHEIRO, SÃO PEDRO DE SOLIS E SÃO SEBASTIÃO DOS CARROS",SÃO MIGUEL DO PINHEIRO
Mértola,,,Nenhuma,ALCARIA RUIVA,ALCARIA RUIVA
Mértola,,,Nenhuma,CORTE DO PINTO,CORTE DO PINTO
Mértola,,,Nenhuma,ESPÍRITO SANTO,ESPÍRITO SANTO
Mértola,,,Nenhuma,MÉRTOLA,MÉRTOLA
Mértola,,,Nenhuma,SANTANA DE CAMBAS,SANTANA DE CAMBAS
Mértola,,,Nenhuma,SÃO JOÃO DOS CALDEIREIROS,SÃO JOÃO DOS CALDEIREIROS
Nazaré,,,Nenhuma,FAMALICÃO,FAMALICÃO
Nazaré,,,Nenhuma,NAZARÉ,NAZARÉ
Nazaré,,,Nenhuma,VALADO DOS FRADES,VALADO DOS FRADES
Nelas,AGUIEIRA,UNIÃO DAS FREGUESIAS DE CARVALHAL REDONDO E AGUIEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE CARVALHAL REDONDO E AGUIEIRA,CARVALHAL REDONDO
Nelas,CARVALHAL REDONDO,UNIÃO DAS FREGUESIAS DE CARVALHAL REDONDO E AGUIEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE CARVALHAL REDONDO E AGUIEIRA,CARVALHAL REDONDO
Nelas,MOREIRA,UNIÃO DAS FREGUESIAS DE SANTAR E MOREIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTAR E MOREIRA,SANTAR
Nelas,SANTAR,UNIÃO DAS FREGUESIAS DE SANTAR E MOREIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTAR E MOREIRA,SANTAR
Nelas,,,Nenhuma,CANAS DE SENHORIM,CANAS DE SENHORIM
Nelas,,,Nenhuma,LAPA DO LOBO,LAPA DO LOBO
Nelas,,,Nenhuma,NELAS,NELAS
Nelas,,,Nenhuma,SENHORIM,SENHORIM
Nelas,,,Nenhuma,VILAR SECO,VILAR SECO
Nisa,AMIEIRA DO TEJO,UNIÃO DAS FREGUESIAS DE AREZ E AMIEIRA DO TEJO,Nenhuma,UNIÃO DAS FREGUESIAS DE AREZ E AMIEIRA DO TEJO,AREZ
Nisa,AREZ,UNIÃO DAS FREGUESIAS DE AREZ E AMIEIRA DO TEJO,Nenhuma,UNIÃO DAS FREGUESIAS DE AREZ E AMIEIRA DO TEJO,AREZ
Nisa,ESPÍRITO SANTO,"UNIÃO DAS FREGUESIAS DE ESPÍRITO SANTO, NOSSA SENHORA DA GRAÇA E SÃO SIMÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE ESPÍRITO SANTO, NOSSA SENHORA DA GRAÇA E SÃO SIMÃO",ESPÍRITO SANTO
Nisa,NOSSA SENHORA DA GRAÇA,"UNIÃO DAS FREGUESIAS DE ESPÍRITO SANTO, NOSSA SENHORA DA GRAÇA E SÃO SIMÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE ESPÍRITO SANTO, NOSSA SENHORA DA GRAÇA E SÃO SIMÃO",ESPÍRITO SANTO
Nisa,SÃO SIMÃO,"UNIÃO DAS FREGUESIAS DE ESPÍRITO SANTO, NOSSA SENHORA DA GRAÇA E SÃO SIMÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE ESPÍRITO SANTO, NOSSA SENHORA DA GRAÇA E SÃO SIMÃO",ESPÍRITO SANTO
Nisa,,,Nenhuma,ALPALHÃO,ALPALHÃO
Nisa,,,Nenhuma,MONTALVÃO,MONTALVÃO
Nisa,,,Nenhuma,SANTANA,SANTANA
Nisa,,,Nenhuma,SÃO MATIAS,SÃO MATIAS
Nisa,,,Nenhuma,TOLOSA,TOLOSA
Odemira,PEREIRAS-GARE,SANTA CLARA-A-VELHA,,SANTA CLARA-A-VELHA,SANTA CLARA-A-VELHA
Odemira,SANTA CLARA-A-VELHA,SANTA CLARA-A-VELHA,,SANTA CLARA-A-VELHA,SANTA CLARA-A-VELHA
Odemira,ODEMIRA (SANTA MARIA),SÃO SALVADOR E SANTA MARIA,,SÃO SALVADOR E SANTA MARIA,ODEMIRA
Odemira,ODEMIRA (SÃO SALVADOR),SÃO SALVADOR E SANTA MARIA,,SÃO SALVADOR E SANTA MARIA,ODEMIRA
Odemira,SÃO TEOTÓNIO,SÃO TEOTÓNIO,,SÃO TEOTÓNIO,SÃO TEOTÓNIO
Odemira,ZAMBUJEIRA DO MAR,SÃO TEOTÓNIO,,SÃO TEOTÓNIO,SÃO TEOTÓNIO
Odemira,,,,BOAVISTA DOS PINHEIROS,BOAVISTA DOS PINHEIROS
Odemira,,,COLOS,COLOS,COLOS
Odemira,,,,LONGUEIRA/ALMOGRAVE,LONGUEIRA/ALMOGRAVE
Odemira,,,,LUZIANES-GARE,LUZIANES-GARE
Odemira,,,,RELÍQUIAS,RELÍQUIAS
Odemira,,,,SABOIA,SABOIA
Odemira,,,,SÃO LUÍS,SÃO LUÍS
Odemira,,,,SÃO MARTINHO DAS AMOREIRAS,SÃO MARTINHO DAS AMOREIRAS
Odemira,,,VALE DE SANTIAGO,VALE DE SANTIAGO,VALE DE SANTIAGO
Odemira,,,,VILA NOVA DE MILFONTES,VILA NOVA DE MILFONTES
Odivelas,FAMÕES,UNIÃO DAS FREGUESIAS DE PONTINHA E FAMÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE PONTINHA E FAMÕES,PONTINHA
Odivelas,PONTINHA,UNIÃO DAS FREGUESIAS DE PONTINHA E FAMÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE PONTINHA E FAMÕES,PONTINHA
Odivelas,OLIVAL DE BASTO,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,Nenhuma,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,PÓVOA DE SANTO ADRIÃO
Odivelas,PÓVOA DE SANTO ADRIÃO,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,Nenhuma,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,PÓVOA DE SANTO ADRIÃO
Odivelas,CANEÇAS,UNIÃO DAS FREGUESIAS DE RAMADA E CANEÇAS,Nenhuma,UNIÃO DAS FREGUESIAS DE RAMADA E CANEÇAS,RAMADA
Odivelas,RAMADA,UNIÃO DAS FREGUESIAS DE RAMADA E CANEÇAS,Nenhuma,UNIÃO DAS FREGUESIAS DE RAMADA E CANEÇAS,RAMADA
Odivelas,,,Nenhuma,ODIVELAS,ODIVELAS
Oeiras,ALGÉS,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",ALGÉS
Oeiras,CRUZ QUEBRADA-DAFUNDO,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",ALGÉS
Oeiras,LINDA-A-VELHA,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",ALGÉS
Oeiras,CARNAXIDE,UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS,CARNAXIDE
Oeiras,QUEIJAS,UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS,CARNAXIDE
Oeiras,CAXIAS,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",OEIRAS E SÃO JULIÃO DA BARRA
Oeiras,OEIRAS E SÃO JULIÃO DA BARRA,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",OEIRAS E SÃO JULIÃO DA BARRA
Oeiras,PAÇO DE ARCOS,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",OEIRAS E SÃO JULIÃO DA BARRA
Oeiras,,,Nenhuma,BARCARENA,BARCARENA
Oeiras,,,Nenhuma,PORTO SALVO,PORTO SALVO
Oleiros,ESTREITO,ESTREITO - VILAR BARROCO,Nenhuma,ESTREITO - VILAR BARROCO,ESTREITO
Oleiros,VILAR BARROCO,ESTREITO - VILAR BARROCO,Nenhuma,ESTREITO - VILAR BARROCO,ESTREITO
Oleiros,AMIEIRA,OLEIROS - AMIEIRA,Nenhuma,OLEIROS - AMIEIRA,OLEIROS
Oleiros,OLEIROS,OLEIROS - AMIEIRA,Nenhuma,OLEIROS - AMIEIRA,OLEIROS
Oleiros,,,Nenhuma,CAMBAS,CAMBAS
Oleiros,,,Nenhuma,ISNA,ISNA
Oleiros,,,Nenhuma,MADEIRÃ,MADEIRÃ
Oleiros,,,Nenhuma,MOSTEIRO,MOSTEIRO
Oleiros,,,Nenhuma,ORVALHO,ORVALHO
Oleiros,,,Nenhuma,SARNADAS DE SÃO SIMÃO,SARNADAS DE SÃO SIMÃO
Oleiros,,,Nenhuma,SOBRAL,SOBRAL
Oleiros,,,Nenhuma,ÁLVARO,ÁLVARO
Olhão,FUSETA,UNIÃO DAS FREGUESIAS DE MONCARAPACHO E FUSETA,Nenhuma,UNIÃO DAS FREGUESIAS DE MONCARAPACHO E FUSETA,MONCARAPACHO
Olhão,MONCARAPACHO,UNIÃO DAS FREGUESIAS DE MONCARAPACHO E FUSETA,Nenhuma,UNIÃO DAS FREGUESIAS DE MONCARAPACHO E FUSETA,MONCARAPACHO
Olhão,,,Nenhuma,OLHÃO,OLHÃO
Olhão,,,Nenhuma,PECHÃO,PECHÃO
Olhão,,,Nenhuma,QUELFES,QUELFES
Oliveira de Azeméis,NOGUEIRA DO CRAVO,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,Nenhuma,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,NOGUEIRA DO CRAVO
Oliveira de Azeméis,PINDELO,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,Nenhuma,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,NOGUEIRA DO CRAVO
Oliveira de Azeméis,MACINHATA DA SEIXA,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",OLIVEIRA DE AZEMÉIS
Oliveira de Azeméis,MADAIL,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",OLIVEIRA DE AZEMÉIS
Oliveira de Azeméis,OLIVEIRA DE AZEMÉIS,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",OLIVEIRA DE AZEMÉIS
Oliveira de Azeméis,SANTIAGO DE RIBA-UL,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",OLIVEIRA DE AZEMÉIS
Oliveira de Azeméis,UL,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",OLIVEIRA DE AZEMÉIS
Oliveira de Azeméis,PALMAZ,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",PINHEIRO DA BEMPOSTA
Oliveira de Azeméis,PINHEIRO DA BEMPOSTA,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",PINHEIRO DA BEMPOSTA
Oliveira de Azeméis,TRAVANCA,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",Nenhuma,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",PINHEIRO DA BEMPOSTA
Oliveira de Azeméis,,,Nenhuma,CARREGOSA,CARREGOSA
Oliveira de Azeméis,,,Nenhuma,CESAR,CESAR
Oliveira de Azeméis,,,Nenhuma,FAJÕES,FAJÕES
Oliveira de Azeméis,,,Nenhuma,LOUREIRO,LOUREIRO
Oliveira de Azeméis,,,Nenhuma,MACIEIRA DE SARNES,MACIEIRA DE SARNES
Oliveira de Azeméis,,,Nenhuma,OSSELA,OSSELA
Oliveira de Azeméis,,,Nenhuma,SÃO MARTINHO DA GÂNDARA,SÃO MARTINHO DA GÂNDARA
Oliveira de Azeméis,,,Nenhuma,SÃO ROQUE,SÃO ROQUE
Oliveira de Azeméis,,,Nenhuma,VILA DE CUCUJÃES,VILA DE CUCUJÃES
Oliveira de Frades,ARCA,UNIÃO DAS FREGUESIAS DE ARCA E VARZIELAS,Nenhuma,UNIÃO DAS FREGUESIAS DE ARCA E VARZIELAS,ARCA
Oliveira de Frades,VARZIELAS,UNIÃO DAS FREGUESIAS DE ARCA E VARZIELAS,Nenhuma,UNIÃO DAS FREGUESIAS DE ARCA E VARZIELAS,ARCA
Oliveira de Frades,DESTRIZ,UNIÃO DAS FREGUESIAS DE DESTRIZ E REIGOSO,Nenhuma,UNIÃO DAS FREGUESIAS DE DESTRIZ E REIGOSO,DESTRIZ
Oliveira de Frades,REIGOSO,UNIÃO DAS FREGUESIAS DE DESTRIZ E REIGOSO,Nenhuma,UNIÃO DAS FREGUESIAS DE DESTRIZ E REIGOSO,DESTRIZ
Oliveira de Frades,OLIVEIRA DE FRADES,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE FRADES, SOUTO DE LAFÕES E SEJÃES",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE FRADES, SOUTO DE LAFÕES E SEJÃES",OLIVEIRA DE FRADES
Oliveira de Frades,SEJÃES,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE FRADES, SOUTO DE LAFÕES E SEJÃES",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE FRADES, SOUTO DE LAFÕES E SEJÃES",OLIVEIRA DE FRADES
Oliveira de Frades,SOUTO DE LAFÕES,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE FRADES, SOUTO DE LAFÕES E SEJÃES",Nenhuma,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE FRADES, SOUTO DE LAFÕES E SEJÃES",OLIVEIRA DE FRADES
Oliveira de Frades,,,Nenhuma,ARCOZELO DAS MAIAS,ARCOZELO DAS MAIAS
Oliveira de Frades,,,Nenhuma,PINHEIRO,PINHEIRO
Oliveira de Frades,,,Nenhuma,RIBEIRADIO,RIBEIRADIO
Oliveira de Frades,,,Nenhuma,SÃO JOÃO DA SERRA,SÃO JOÃO DA SERRA
Oliveira de Frades,,,Nenhuma,SÃO VICENTE DE LAFÕES,SÃO VICENTE DE LAFÕES
Oliveira do Bairro,BUSTOS,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",Nenhuma,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",BUSTOS
Oliveira do Bairro,MAMARROSA,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",Nenhuma,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",BUSTOS
Oliveira do Bairro,TROVISCAL,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",Nenhuma,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",BUSTOS
Oliveira do Bairro,,,Nenhuma,OIÃ,OIÃ
Oliveira do Bairro,,,Nenhuma,OLIVEIRA DO BAIRRO,OLIVEIRA DO BAIRRO
Oliveira do Bairro,,,Nenhuma,PALHAÇA,PALHAÇA
Oliveira do Hospital,ERVEDAL,UNIÃO DAS FREGUESIAS DE ERVEDAL E VILA FRANCA DA BEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE ERVEDAL E VILA FRANCA DA BEIRA,ERVEDAL
Oliveira do Hospital,VILA FRANCA DA BEIRA,UNIÃO DAS FREGUESIAS DE ERVEDAL E VILA FRANCA DA BEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE ERVEDAL E VILA FRANCA DA BEIRA,ERVEDAL
Oliveira do Hospital,LAGOS DA BEIRA,UNIÃO DAS FREGUESIAS DE LAGOS DA BEIRA E LAJEOSA,Nenhuma,UNIÃO DAS FREGUESIAS DE LAGOS DA BEIRA E LAJEOSA,LAGOS DA BEIRA
Oliveira do Hospital,LAJEOSA,UNIÃO DAS FREGUESIAS DE LAGOS DA BEIRA E LAJEOSA,Nenhuma,UNIÃO DAS FREGUESIAS DE LAGOS DA BEIRA E LAJEOSA,LAGOS DA BEIRA
Oliveira do Hospital,OLIVEIRA DO HOSPITAL,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO HOSPITAL E SÃO PAIO DE GRAMAÇOS,Nenhuma,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO HOSPITAL E SÃO PAIO DE GRAMAÇOS,OLIVEIRA DO HOSPITAL
Oliveira do Hospital,SÃO PAIO DE GRAMAÇOS,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO HOSPITAL E SÃO PAIO DE GRAMAÇOS,Nenhuma,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO HOSPITAL E SÃO PAIO DE GRAMAÇOS,OLIVEIRA DO HOSPITAL
Oliveira do Hospital,PENALVA DE ALVA,UNIÃO DAS FREGUESIAS DE PENALVA DE ALVA E SÃO SEBASTIÃO DA FEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE PENALVA DE ALVA E SÃO SEBASTIÃO DA FEIRA,PENALVA DE ALVA
Oliveira do Hospital,SÃO SEBASTIÃO DA FEIRA,UNIÃO DAS FREGUESIAS DE PENALVA DE ALVA E SÃO SEBASTIÃO DA FEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE PENALVA DE ALVA E SÃO SEBASTIÃO DA FEIRA,PENALVA DE ALVA
Oliveira do Hospital,SANTA OVAIA,UNIÃO DAS FREGUESIAS DE SANTA OVAIA E VILA POUCA DA BEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA OVAIA E VILA POUCA DA BEIRA,SANTA OVAIA
Oliveira do Hospital,VILA POUCA DA BEIRA,UNIÃO DAS FREGUESIAS DE SANTA OVAIA E VILA POUCA DA BEIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA OVAIA E VILA POUCA DA BEIRA,SANTA OVAIA
Oliveira do Hospital,,,Nenhuma,ALDEIA DAS DEZ,ALDEIA DAS DEZ
Oliveira do Hospital,,,Nenhuma,ALVOCO DAS VÁRZEAS,ALVOCO DAS VÁRZEAS
Oliveira do Hospital,,,Nenhuma,AVÔ,AVÔ
Oliveira do Hospital,,,Nenhuma,BOBADELA,BOBADELA
Oliveira do Hospital,,,Nenhuma,LAGARES,LAGARES
Oliveira do Hospital,,,Nenhuma,LOUROSA,LOUROSA
Oliveira do Hospital,,,Nenhuma,MERUGE,MERUGE
Oliveira do Hospital,,,Nenhuma,NOGUEIRA DO CRAVO,NOGUEIRA DO CRAVO
Oliveira do Hospital,,,Nenhuma,SEIXO DA BEIRA,SEIXO DA BEIRA
Oliveira do Hospital,,,Nenhuma,SÃO GIÃO,SÃO GIÃO
Oliveira do Hospital,,,Nenhuma,TRAVANCA DE LAGOS,TRAVANCA DE LAGOS
Ourique,GARVÃO,UNIÃO DAS FREGUESIAS DE GARVÃO E SANTA LUZIA,Nenhuma,UNIÃO DAS FREGUESIAS DE GARVÃO E SANTA LUZIA,GARVÃO
Ourique,SANTA LUZIA,UNIÃO DAS FREGUESIAS DE GARVÃO E SANTA LUZIA,Nenhuma,UNIÃO DAS FREGUESIAS DE GARVÃO E SANTA LUZIA,GARVÃO
Ourique,CONCEIÇÃO,UNIÃO DAS FREGUESIAS DE PANOIAS E CONCEIÇÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE PANOIAS E CONCEIÇÃO,PANOIAS
Ourique,PANOIAS,UNIÃO DAS FREGUESIAS DE PANOIAS E CONCEIÇÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE PANOIAS E CONCEIÇÃO,PANOIAS
Ourique,,,Nenhuma,OURIQUE,OURIQUE
Ourique,,,Nenhuma,SANTANA DA SERRA,SANTANA DA SERRA
Ourém,FORMIGAIS,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FARRIO E FORMIGAIS",Nenhuma,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FARRIO E FORMIGAIS",FREIXIANDA
Ourém,FREIXIANDA,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FARRIO E FORMIGAIS",Nenhuma,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FARRIO E FORMIGAIS",FREIXIANDA
Ourém,RIBEIRA DO FARRIO,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FARRIO E FORMIGAIS",Nenhuma,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FARRIO E FORMIGAIS",FREIXIANDA
Ourém,GONDEMARIA,UNIÃO DAS FREGUESIAS DE GONDEMARIA E OLIVAL,Nenhuma,UNIÃO DAS FREGUESIAS DE GONDEMARIA E OLIVAL,OLIVAL
Ourém,OLIVAL,UNIÃO DAS FREGUESIAS DE GONDEMARIA E OLIVAL,Nenhuma,UNIÃO DAS FREGUESIAS DE GONDEMARIA E OLIVAL,OLIVAL
Ourém,CERCAL,UNIÃO DAS FREGUESIAS DE MATAS E CERCAL,Nenhuma,UNIÃO DAS FREGUESIAS DE MATAS E CERCAL,MATAS
Ourém,MATAS,UNIÃO DAS FREGUESIAS DE MATAS E CERCAL,Nenhuma,UNIÃO DAS FREGUESIAS DE MATAS E CERCAL,MATAS
